Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Original Question Type
Questions,Normal Game,Jay is more likely than Kim to overpack for a trip.,Travel,True or False,True | False,,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"true-false, quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,Jay is more likely than Kim to start a new routine and quit after a week.,Lifestyle,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to wear the same favourite outfit too often.,Fashion & Style,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to trip in public and pretend nothing happened.,Embarrassing Moments,True or False,True | False,,TRUE,2,playful,future,"future, travel, lifestyle, fun",,,,"true-false, quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,Jay is more likely than Kim to act confident even when unsure.,Personality,True or False,True | False,,TRUE,3,emotional,lifestyle,"confidence, emotional, fun, lifestyle",,,,"true-false, date-night, normal",deep-connection,confidence-risk,
Questions,Normal Game,Jay is more likely than Kim to plan a surprise date.,Romance,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely than Kim to play a song on repeat until everyone is sick of it.,Music,True or False,True | False,,TRUE,2,playful,lifestyle,"entertainment, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,entertainment,
Questions,Normal Game,Jay is more likely than Kim to order the same meal every time.,Food & Drink,True or False,True | False,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"true-false, quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,Jay is more stubborn than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay apologises first more often than Kim,Relationships,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is the better driver than Kim,Cars & Driving,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay takes longer to get ready than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more competitive than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay forgets important dates more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay spends more money than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"money, lifestyle, fun, general",,,,"true-false, quick-fire, warm-up",funny-break,finance,
Questions,Normal Game,Jay is messier than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more affectionate in public than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay gets hangry more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay falls asleep during films more than Kim,Lifestyle,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more addicted to his phone than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more organised than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is better at keeping secrets than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay starts arguments more than Kim,Relationships,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay cries at films more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is funnier than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more dramatic than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is better at cooking than Kim,Food & Drink,True or False,True | False,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"true-false, quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,Jay suggests takeaways more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more romantic than Kim,Personality,True or False,True | False,,TRUE,3,romantic,romance,"romantic, memories, future, fun",,,,"true-false, date-night, normal",romantic-moment,memories,
Questions,Normal Game,Jay overshares more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay gets jealous more than Kim,Relationships,True or False,True | False,,TRUE,4,playful,jealousy,"trust, jealousy, fun, lifestyle",,,jealousy-risk,"true-false, spicy-night, final-round",spicy-escalation,jealousy-trust,
Questions,Normal Game,Jay gets distracted mid-conversation more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay wins arguments more than Kim,Relationships,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay gets lost while driving more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"cars, lifestyle, fun, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay binge-watches more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay falls asleep first more than Kim,Lifestyle,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay forgets where he puts things more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay plans trips more than Kim,Personality,True or False,True | False,,TRUE,2,playful,future,"future, fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,future-plans,
Questions,Normal Game,Jay is more spontaneous than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay checks the bill more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay takes more risks than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay overthinks more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay starts deep conversations more than Kim,Personality,True or False,True | False,,TRUE,3,emotional,lifestyle,"emotional, deep, fun, lifestyle",,,,"true-false, date-night, normal",deep-connection,lifestyle,
Questions,Normal Game,Jay wins games more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay breaks things accidentally more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay gets annoyed over small things more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay makes the first move more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay replays arguments in his head more than Kim,Relationships,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay suggests going out more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay prefers staying in more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay wakes up earlier than Kim,Lifestyle,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay hits snooze more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay remembers random facts more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay forgets names more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay takes control in situations more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay laughs at the wrong moment more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay takes longer to choose things than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay steals food more than Kim,Food & Drink,True or False,True | False,,TRUE,2,playful,lifestyle,"food, drink, lifestyle, fun",,,,"true-false, quick-fire, warm-up",funny-break,food-drink,
Questions,Normal Game,Jay gets competitive over nothing more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay has a higher sex drive than Kim,Sexual,True or False,True | False,,TRUE,4,spicy,sex,"hot, lifestyle, sex-life, cars, attraction, spicy",,,,"true-false, spicy-night, final-round",spicy-escalation,bedroom-intimacy,
Questions,Normal Game,Jay initiates more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more experimental than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more confident in bed than Kim,Sexual,True or False,True | False,,TRUE,3,emotional,lifestyle,"confidence, emotional, fun, lifestyle",,,,"true-false, date-night, normal",deep-connection,confidence-risk,
Questions,Normal Game,Jay gets distracted mid-sex more than Kim,Sexual,True or False,True | False,,TRUE,4,spicy,sex,"sex-life, hot, attraction, spicy",,,,"true-false, spicy-night, final-round",spicy-escalation,bedroom-intimacy,
Questions,Normal Game,Jay is more likely to take control than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is louder than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay teases more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay wants it at random times more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay makes the first move at night more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay flirts more than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay sends more texts first than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more likely to double text than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more protective than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
Questions,Normal Game,Jay is more impatient than Kim,Personality,True or False,True | False,,TRUE,2,playful,lifestyle,"fun, lifestyle, general",,,,"true-false, quick-fire, warm-up",funny-break,lifestyle,
