Sheet Name,Source Row,Kept Row,Question,Question Type,Category,Options,Removal Reason
This or That,771,36,Slow dance or playful karaoke?,Preference,Romance,Slow dance | playful karaoke,Exact duplicate question text in the same sheet.
This or That,772,37,Beach or city break?,Preference,Travel,Beach | city break,Exact duplicate question text in the same sheet.
This or That,773,38,Mountains or desert?,Preference,Travel,Mountains | desert,Exact duplicate question text in the same sheet.
This or That,774,39,Cultural tour or adventure holiday?,Preference,Travel,Cultural tour | adventure holiday,Exact duplicate question text in the same sheet.
This or That,775,40,Road trip or cruise?,Preference,Travel,Road trip | cruise,Exact duplicate question text in the same sheet.
This or That,776,41,Tropical island or snowy cabin?,Preference,Travel,Tropical island | snowy cabin,Exact duplicate question text in the same sheet.
This or That,777,42,Backpacking or luxury resort?,Preference,Travel,Backpacking | luxury resort,Exact duplicate question text in the same sheet.
This or That,778,43,Sunrise hike or sunset boat ride?,Preference,Travel,Sunrise hike | sunset boat ride,Exact duplicate question text in the same sheet.
This or That,779,44,Ancient ruins or modern skyline?,Preference,Travel,Ancient ruins | modern skyline,Exact duplicate question text in the same sheet.
This or That,780,45,Spa retreat or ski trip?,Preference,Travel,Spa retreat | ski trip,Exact duplicate question text in the same sheet.
This or That,781,46,Camping under the stars or glamping?,Preference,Travel,Camping under the stars | glamping,Exact duplicate question text in the same sheet.
This or That,782,47,Sweet dessert or savoury snack?,Preference,Food & Drink,Sweet dessert | savoury snack,Exact duplicate question text in the same sheet.
This or That,783,48,Wine or cocktail?,Preference,Food & Drink,Wine | cocktail,Exact duplicate question text in the same sheet.
This or That,784,49,Home-cooked meal or fancy restaurant?,Preference,Food & Drink,Home-cooked meal | fancy restaurant,Exact duplicate question text in the same sheet.
This or That,785,50,Coffee date or brunch date?,Preference,Food & Drink,Coffee date | brunch date,Exact duplicate question text in the same sheet.
This or That,786,51,Chocolate or vanilla?,Preference,Food & Drink,Chocolate | vanilla,Exact duplicate question text in the same sheet.
This or That,787,52,Pizza night or sushi night?,Preference,Food & Drink,Pizza night | sushi night,Exact duplicate question text in the same sheet.
This or That,788,53,Breakfast in bed or midnight snack?,Preference,Food & Drink,Breakfast in bed | midnight snack,Exact duplicate question text in the same sheet.
This or That,789,54,Hot and spicy or rich and creamy?,Preference,Food & Drink,Hot and spicy | rich and creamy,Exact duplicate question text in the same sheet.
This or That,790,55,Takeout or homemade?,Preference,Food & Drink,Takeout | homemade,Exact duplicate question text in the same sheet.
This or That,791,56,Red wine or white wine?,Preference,Food & Drink,Red wine | white wine,Exact duplicate question text in the same sheet.
This or That,792,57,Early bird or night owl?,Preference,Lifestyle,Early bird | night owl,Exact duplicate question text in the same sheet.
This or That,793,58,Planner or spontaneous?,Preference,Lifestyle,Planner | spontaneous,Exact duplicate question text in the same sheet.
This or That,794,59,Neat freak or a little messy?,Preference,Lifestyle,Neat freak | a little messy,Exact duplicate question text in the same sheet.
This or That,795,60,Mountain biking or yoga class?,Preference,Lifestyle,Mountain biking | yoga class,Exact duplicate question text in the same sheet.
This or That,796,61,Staying in or going out?,Preference,Lifestyle,Staying in | going out,Exact duplicate question text in the same sheet.
This or That,797,62,Cuddling on the couch or dancing at a club?,Preference,Lifestyle,Cuddling on the couch | dancing at a club,Exact duplicate question text in the same sheet.
This or That,798,63,Morning workout or evening workout?,Preference,Lifestyle,Morning workout | evening workout,Exact duplicate question text in the same sheet.
This or That,799,64,Reading books or watching movies?,Preference,Lifestyle,Reading books | watching movies,Exact duplicate question text in the same sheet.
This or That,800,65,Dog person or cat person?,Preference,Lifestyle,Dog person | cat person,Exact duplicate question text in the same sheet.
This or That,801,66,Social butterfly or homebody?,Preference,Lifestyle,Social butterfly | homebody,Exact duplicate question text in the same sheet.
This or That,802,67,Rom-com or thriller?,Preference,Films & TV,Rom-com | thriller,Exact duplicate question text in the same sheet.
This or That,803,68,Series binge or movie night?,Preference,Films & TV,Series binge | movie night,Exact duplicate question text in the same sheet.
This or That,804,69,Live concert or quiet playlist?,Preference,Films & TV,Live concert | quiet playlist,Exact duplicate question text in the same sheet.
This or That,805,70,Dance party or singalong?,Preference,Films & TV,Dance party | singalong,Exact duplicate question text in the same sheet.
This or That,806,71,Stand-up comedy or drama film?,Preference,Films & TV,Stand-up comedy | drama film,Exact duplicate question text in the same sheet.
This or That,807,72,Horror movie or documentary?,Preference,Films & TV,Horror movie | documentary,Exact duplicate question text in the same sheet.
This or That,808,73,Game night or trivia night?,Preference,Films & TV,Game night | trivia night,Exact duplicate question text in the same sheet.
This or That,809,74,Classic film or new release?,Preference,Films & TV,Classic film | new release,Exact duplicate question text in the same sheet.
This or That,810,75,Karaoke bar or open mic?,Preference,Films & TV,Karaoke bar | open mic,Exact duplicate question text in the same sheet.
This or That,811,76,Film festival or music festival?,Preference,Films & TV,Film festival | music festival,Exact duplicate question text in the same sheet.
This or That,812,77,Introvert or extrovert?,Preference,Personality,Introvert | extrovert,Exact duplicate question text in the same sheet.
This or That,813,78,Optimist or realist?,Preference,Personality,Optimist | realist,Exact duplicate question text in the same sheet.
This or That,814,79,Listener or talker?,Preference,Personality,Listener | talker,Exact duplicate question text in the same sheet.
This or That,815,80,Leader or follower?,Preference,Personality,Leader | follower,Exact duplicate question text in the same sheet.
This or That,816,81,Organized or spontaneous?,Preference,Personality,Organized | spontaneous,Exact duplicate question text in the same sheet.
This or That,817,82,Book smart or street smart?,Preference,Personality,Book smart | street smart,Exact duplicate question text in the same sheet.
This or That,818,83,Dreamer or doer?,Preference,Personality,Dreamer | doer,Exact duplicate question text in the same sheet.
This or That,819,84,Calm or energetic?,Preference,Personality,Calm | energetic,Exact duplicate question text in the same sheet.
This or That,820,85,Creative or analytical?,Preference,Personality,Creative | analytical,Exact duplicate question text in the same sheet.
This or That,821,86,Patient or impulsive?,Preference,Personality,Patient | impulsive,Exact duplicate question text in the same sheet.
This or That,822,87,Early shower or late shower?,Preference,Habits,Early shower | late shower,Exact duplicate question text in the same sheet.
This or That,823,88,Healthy breakfast or skip breakfast?,Preference,Habits,Healthy breakfast | skip breakfast,Exact duplicate question text in the same sheet.
This or That,824,89,Texting or calling?,Preference,Habits,Texting | calling,Exact duplicate question text in the same sheet.
This or That,825,90,Dressing up or dressing down?,Preference,Habits,Dressing up | dressing down,Exact duplicate question text in the same sheet.
This or That,826,91,Tidy desk or messy desk?,Preference,Habits,Tidy desk | messy desk,Exact duplicate question text in the same sheet.
This or That,827,92,Coffee first or tea first?,Preference,Habits,Coffee first | tea first,Exact duplicate question text in the same sheet.
This or That,828,93,Morning person or night person?,Preference,Habits,Morning person | night person,Exact duplicate question text in the same sheet.
This or That,829,94,Planning ahead or last minute?,Preference,Habits,Planning ahead | last minute,Exact duplicate question text in the same sheet.
This or That,830,95,Fresh flowers or scented candles?,Preference,Habits,Fresh flowers | scented candles,Exact duplicate question text in the same sheet.
This or That,831,96,Meal prep or spontaneous cooking?,Preference,Habits,Meal prep | spontaneous cooking,Exact duplicate question text in the same sheet.
This or That,832,97,Rich and lonely or poor and loved?,Preference,Random / Wildcard,Rich and lonely | poor and loved,Exact duplicate question text in the same sheet.
This or That,833,98,Gift of flight or gift of invisibility?,Preference,Random / Wildcard,Gift of flight | gift of invisibility,Exact duplicate question text in the same sheet.
This or That,834,99,Time travel to past or future?,Preference,Random / Wildcard,Time travel to past | future,Exact duplicate question text in the same sheet.
This or That,835,100,Win the lottery or find true love?,Preference,Random / Wildcard,Win the lottery | find true love,Exact duplicate question text in the same sheet.
This or That,836,101,Live by the ocean or live in the forest?,Preference,Random / Wildcard,Live by the ocean | live in the forest,Exact duplicate question text in the same sheet.
This or That,837,102,Be able to read minds or talk to animals?,Preference,Random / Wildcard,able to read minds | talk to animals,Exact duplicate question text in the same sheet.
