Sheet,Game,Question,Category,Question Type,Options,Correct Answer,Active,Intensity,Tone,Relationship Area,Tags,Notes,Memory Lane Mode,Avoid If,Game Suitability,AI Use Case,Repeat Group,Original Sheet,Original Question Type
Most Like To,Most Likely To,Who is most likely to stay calm under pressure?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,emotional,calm;control,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to get excited over a message notification?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,flirty,romantic,anticipation;joy,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to say something bold and then laugh it off?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,playful,social,bold;humor,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to remember a random detail from years ago?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,emotional,memory;detail,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to turn a moment into something romantic?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,flirty,romantic,romantic;intentional,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to act first and think later?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,social,impulsive;energy,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to notice when someone is uncomfortable?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,empathy;awareness,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to keep a joke going longer than needed?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,persistent;humor,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to make a serious situation lighter?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,playful,social,humor;balance,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to blush at a compliment?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,flirty,romantic,shy;flirty,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to turn silence into something comfortable?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,calm;presence,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to push boundaries just a little?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,playful,social,bold;playful,,,,party,engagement,,,
Most Like To,Most Likely To,Who is most likely to notice when energy shifts in a room?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,awareness;social,,,,friends,insight,,,
Most Like To,Most Likely To,Who is most likely to get emotionally invested quickly?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,flirty,romantic,attached;emotion,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to joke when they’re nervous?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,emotional,deflection;humor,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to make a moment feel special?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,intentional;warm,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to take control in a chaotic situation?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,social,leader;calm,,,,friends,insight,,,
Most Like To,Most Likely To,Who is most likely to flirt through teasing?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,flirty,romantic,teasing;flirty,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to laugh at their own jokes first?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,self-aware;humor,,,,party,engagement,,,
Most Like To,Most Likely To,Who is most likely to make someone feel instantly comfortable?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,emotional,warm;social,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to get competitive during a friendly game?,Competition,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,competitive;fun,,,,games,engagement,,,
Most Like To,Most Likely To,Who is most likely to send a thoughtful message out of nowhere?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,kind;intentional,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to turn a simple idea into a big plan?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,social,creative;vision,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to notice when someone is left out?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,social,inclusive;aware,,,,friends,insight,,,
Most Like To,Most Likely To,Who is most likely to make playful eye contact across the room?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,flirty,romantic,flirty;subtle,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to get excited about future plans?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,anticipation;energy,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to respond with humor instead of seriousness?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,playful,social,humor;deflection,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to remember how someone likes things done?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,detail;care,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to take a compliment and deflect it?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,emotional,shy;deflect,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to create a vibe wherever they go?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,energy;social,,,,party,engagement,,,
Most Like To,Most Likely To,Who is most likely to be the first to apologize sincerely?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,accountability;warm,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to push for “just one more thing”?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,energy;persistent,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to get lost in a deep conversation?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,depth;focus,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to say something unexpectedly flirty?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,flirty,romantic,bold;flirty,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to make a quiet moment feel intense?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,flirty,romantic,intense;subtle,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to notice when someone needs encouragement?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,support;aware,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to take something small and overanalyze it?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,emotional,overthinking;detail,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to make a risky joke?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,playful,social,bold;humor,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to keep their cool in a tense moment?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,emotional,calm;control,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to give a meaningful look instead of words?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,flirty,romantic,subtle;intense,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to bring up something thoughtful later?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,memory;care,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to lighten the mood instantly?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,energy;humor,,,,party,engagement,,,
Most Like To,Most Likely To,Who is most likely to notice tension before anyone else?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,awareness;intuition,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to get competitive without warning?,Competition,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,playful,social,competitive;energy,,,,games,engagement,,,
Most Like To,Most Likely To,Who is most likely to turn something simple into something meaningful?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,intentional;depth,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to make someone laugh during a serious moment?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,playful,social,humor;timing,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to act confident even when unsure?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,emotional,confidence;masking,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to notice when someone feels left out?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,social,inclusive;aware,,,,friends,insight,,,
Most Like To,Most Likely To,Who is most likely to flirt in a subtle way?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,flirty,romantic,subtle;flirty,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to take charge in a group setting?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,social,leader;social,,,,friends,insight,,,
Most Like To,Most Likely To,Who is most likely to make a moment feel cinematic?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,flirty,romantic,dramatic;intentional,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to keep things balanced in a group?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,social,balance;social,,,,friends,insight,,,
Most Like To,Most Likely To,Who is most likely to turn something awkward into something funny?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,awkward;humor,,,,party,engagement,,,
Most Like To,Most Likely To,Who is most likely to notice emotional shifts quickly?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,empathy;intuition,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to get excited over a small detail?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,joy;detail,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to say something bold at the right time?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,social,confident;timing,,,,friends,insight,,,
Most Like To,Most Likely To,Who is most likely to create a meaningful moment out of nowhere?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,depth;intentional,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to get emotionally attached to a song?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,emotional,sentimental;music,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to send a long message instead of a short reply?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,emotional,expressive;detail,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to laugh during a serious conversation?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,awkward;humor,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to remember an exact phrase someone said?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,emotional,memory;detail,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to flirt through sarcasm?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,flirty,romantic,sarcasm;flirty,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to take charge when plans fall apart?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,social,leader;adaptable,,,,friends,insight,,,
Most Like To,Most Likely To,Who is most likely to notice when someone is overthinking?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,awareness;empathy,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to turn a small mistake into a joke?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,humor;recovery,,,,party,engagement,,,
Most Like To,Most Likely To,Who is most likely to get quiet when something matters?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,emotional,introvert;emotion,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to send a risky joke in the chat?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,playful,social,bold;humor,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to notice when someone needs reassurance?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,warm,emotional,support;aware,,,,couples,insight,,,
Most Like To,Most Likely To,Who is most likely to act confident in unfamiliar situations?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,social,confident;adaptive,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to get competitive in a playful way?,Competition,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,playful;competitive,,,,games,engagement,,,
Most Like To,Most Likely To,Who is most likely to make someone feel special without trying?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,emotional,natural;warm,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to text “are you up?” late at night?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,flirty,romantic,flirty;impulsive,,,,couples,engagement,,,
Most Like To,Most Likely To,Who is most likely to remember birthdays without reminders?,Connection,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,warm,emotional,memory;care,,,,friends,insight,,,
Most Like To,Most Likely To,Who is most likely to get lost in a moment and forget everything else?,Personality,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,2,light,emotional,present;focused,,,,solo,insight,,,
Most Like To,Most Likely To,Who is most likely to make something awkward feel normal?,Fun,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,1,playful,social,social;balance,,,,friends,engagement,,,
Most Like To,Most Likely To,Who is most likely to flirt through eye contact alone?,Romance,Multiple Choice,Jay | Kim | Both | Neither,,TRUE,3,flirty,romantic,subtle;intense,,,,couples,engagement,,,
